team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,recTotalCatches,recAvgCatchPct,recTotalDrops,recTotalLongest,recTotalTDs,recTotalYdsAfterCatch,recTotalYds,recAvgYacPerCatch,recAvgYdsPerCatch,recAvgYdsPerGame
Buccaneers,TB,5,,WR,553386757,Mike Evans,11,0,6407,13,1,10.30,5,83.33,1,17,1,15,43,3.00,8.60,60.25
Cardinals,ARI,6,,WR,553387062,Marvin Harrison Jr,1,0,10102,18,1,18.60,6,100.00,0,19,2,11,66,1.83,11.00,79.25
Cardinals,ARI,6,,HB,553386186,Trey Benson,1,0,10011,33,1,0.60,1,100.00,0,6,0,1,6,1.00,6.00,3.00
Cardinals,ARI,6,,WR,553388926,Michael Wilson,2,0,2480,14,1,6.40,7,87.50,1,17,0,21,64,3.00,9.14,47.25
Cardinals,ARI,6,,TE,553387696,Trey McBride,3,0,1830,85,1,7.00,4,100.00,0,29,0,21,70,5.25,17.50,44.75
Cardinals,ARI,6,,HB,553386498,James Conner,8,0,8515,6,1,1.10,3,100.00,0,11,0,11,11,3.67,3.67,21.50
Cardinals,ARI,6,,WR,553387417,Zay Jones,8,0,8611,17,1,7.20,3,100.00,0,62,0,12,72,4.00,24.00,69.50
Chargers,LAC,7,,HB,553387024,Omarion Hampton,0,0,10572,8,1,1.90,2,100.00,0,13,0,20,19,10.00,9.50,31.50
Chargers,LAC,7,,TE,553386871,Oronde Gadsden,0,0,10558,86,1,2.00,2,100.00,0,13,0,10,20,5.00,10.00,34.25
Chargers,LAC,7,,WR,553387060,Tre' Harris,0,0,10578,9,1,2.90,2,66.67,1,19,0,12,29,6.00,14.50,38.25
Chargers,LAC,7,,WR,553387710,Ladd McConkey,1,0,10169,15,1,3.80,5,100.00,0,17,0,27,38,5.40,7.60,45.50
Chargers,LAC,7,,TE,553386494,Tyler Conklin,7,0,8852,83,1,0.10,1,100.00,0,1,0,0,1,0.00,1.00,16.00
Chargers,LAC,7,,WR,553386035,Keenan Allen,12,0,5654,13,1,1.70,2,100.00,0,11,0,2,17,1.00,8.50,46.75
Chiefs,KC,8,,HB,553388431,Brashard Smith,0,0,10735,24,1,1.40,2,100.00,0,8,0,14,14,7.00,7.00,11.00
Chiefs,KC,8,,WR,553388289,Jalen Royals,0,0,10714,11,1,3.20,5,83.33,1,13,0,12,32,2.40,6.40,27.75
Chiefs,KC,8,,WR,553388975,Xavier Worthy,1,0,10305,1,1,7.60,5,100.00,0,37,0,7,76,1.40,15.20,62.75
Chiefs,KC,8,,WR,553388213,Rashee Rice,2,0,2366,4,1,10.50,4,100.00,0,23,1,8,45,2.00,11.25,47.00
Chiefs,KC,8,,HB,553388027,Isiah Pacheco,3,0,1875,10,1,3.30,2,100.00,0,30,0,29,33,14.50,16.50,27.75
Chiefs,KC,8,,TE,553386965,Noah Gray,4,0,1085,83,1,10.70,2,100.00,0,33,1,43,47,21.50,23.50,17.75
Chiefs,KC,8,,TE,553387450,Travis Kelce,12,0,5920,87,1,8.40,5,62.50,3,9,1,1,24,0.20,4.80,29.75
Colts,IND,9,,TE,553388797,Tyler Warren,0,0,10769,84,1,1.70,3,75.00,1,10,0,6,17,2.00,5.67,31.75
Colts,IND,9,,WR,553386669,Josh Downs,2,0,2117,1,1,0.90,1,100.00,0,9,0,0,9,0.00,9.00,35.00
Colts,IND,9,,WR,553388099,Alec Pierce,3,0,1890,14,1,14.50,6,85.71,1,39,1,19,85,3.17,14.17,70.25
Colts,IND,9,,HB,553388580,Jonathan Taylor,5,0,604,28,1,2.40,5,100.00,0,8,0,18,24,3.60,4.80,40.25
Colts,IND,9,,WR,553388110,Michael Pittman Jr,5,0,532,11,1,3.80,5,100.00,0,13,0,6,38,1.20,7.60,61.75
Colts,IND,9,,TE,553386025,Mo Alie-Cox,7,0,9697,81,1,1.10,1,100.00,0,11,0,8,11,8.00,11.00,9.75
Commanders,WAS,25,,HB,553386537,Jacory Croskey-Merritt,0,0,11008,22,1,-0.40,2,66.67,1,0,0,3,-4,1.50,-2.00,44.25
Commanders,WAS,25,,WR,553387531,Jaylin Lane,0,0,10633,83,1,3.60,7,100.00,0,11,0,10,36,1.43,5.14,33.00
Commanders,WAS,25,,WR,553387698,Luke McCaffrey,1,0,10166,11,1,0.60,1,50.00,1,6,0,2,6,2.00,6.00,2.50
Commanders,WAS,25,,TE,553386155,John Bates,4,0,1388,87,1,0.20,1,100.00,0,2,0,2,2,2.00,2.00,0.50
Commanders,WAS,25,,WR,553388314,Deebo Samuel Sr,6,0,9618,1,1,11.20,6,100.00,0,17,1,9,52,1.50,8.67,63.50
Commanders,WAS,25,,WR,553387750,Terry McLaurin,6,0,9567,17,1,4.10,5,100.00,0,19,0,17,41,3.40,8.20,38.50
Commanders,WAS,25,,TE,553386746,Zach Ertz,12,0,5790,86,1,24.90,7,100.00,0,48,2,50,129,7.14,18.43,54.50
Cowboys,DAL,10,,HB,553386217,Jaydon Blue,0,0,10493,23,1,1.90,3,100.00,0,10,0,22,19,7.33,6.33,14.50
Cowboys,DAL,10,,TE,553388340,Luke Schoonmaker,2,0,2384,86,1,0.90,1,100.00,0,9,0,4,9,4.00,9.00,6.00
Cowboys,DAL,10,,WR,553388096,George Pickens,3,0,1888,3,1,19.90,10,90.91,1,29,1,56,139,5.60,13.90,78.00
Cowboys,DAL,10,,TE,553386794,Jake Ferguson,3,0,1577,87,1,1.70,2,66.67,1,9,0,7,17,3.50,8.50,57.25
Cowboys,DAL,10,,WR,553388654,Jalen Tolbert,3,0,1987,1,1,1.70,2,100.00,0,10,0,0,17,0.00,8.50,25.25
Cowboys,DAL,10,,HB,553388886,Javonte Williams,4,0,1118,33,1,0.80,1,100.00,0,8,0,13,8,13.00,8.00,22.75
Cowboys,DAL,10,,WR,553387519,CeeDee Lamb,5,0,418,88,1,4.40,5,100.00,0,13,0,8,44,1.60,8.80,73.75
Dolphins,MIA,11,,WR,553389101,Xavier Restrepo,0,0,10704,87,1,1.40,1,50.00,1,14,0,12,14,12.00,14.00,24.50
Dolphins,MIA,11,,HB,553385991,De'Von Achane,2,0,676,28,1,1.90,2,66.67,1,13,0,31,19,15.50,9.50,25.25
Dolphins,MIA,11,,WR,553386663,Romeo Doubs,3,0,1471,7,1,2.40,3,100.00,0,13,0,2,24,0.67,8.00,40.50
Dolphins,MIA,11,,WR,553388756,Jaylen Waddle,4,0,1374,17,1,7.40,9,100.00,0,21,0,37,74,4.11,8.22,35.75
Dolphins,MIA,11,,TE,553389122,Darren Waller,8,0,7365,83,1,1.20,2,66.67,1,8,0,5,12,2.50,6.00,18.50
Eagles,PHI,12,,WR,553388923,Johnny Wilson,1,0,10301,89,1,3.30,3,100.00,0,16,0,1,33,0.33,11.00,13.67
Eagles,PHI,12,,FB,553388737,Ben VanSumeren,2,0,10470,43,1,0.30,1,100.00,0,3,0,2,3,2.00,3.00,1.25
Eagles,PHI,12,,WR,553388435,DeVonta Smith,4,0,1369,6,1,2.90,4,100.00,0,12,0,7,29,1.75,7.25,39.25
Eagles,PHI,12,,WR,553386305,A.J. Brown,6,0,9397,11,1,10.00,5,100.00,0,14,1,23,40,4.60,8.00,57.75
Eagles,PHI,12,,TE,553386930,Dallas Goedert,7,0,8901,88,1,11.70,8,88.89,1,17,1,16,57,2.00,7.12,24.25
Eagles,PHI,12,,HB,553386125,Saquon Barkley,7,0,8813,26,1,1.80,2,100.00,0,13,0,10,18,5.00,9.00,37.00
Falcons,ATL,13,,HB,553388243,Bijan Robinson,2,0,2613,7,1,3.30,2,100.00,0,19,0,37,33,18.50,16.50,31.25
Falcons,ATL,13,,WR,553387601,Drake London,3,0,1813,5,1,10.40,6,100.00,0,37,0,44,104,7.33,17.33,55.25
Falcons,ATL,13,,TE,553388952,Charlie Woerner,5,0,683,89,1,6.30,1,100.00,0,3,1,0,3,0.00,3.00,4.50
Falcons,ATL,13,,WR,553387838,Darnell Mooney,5,0,469,1,1,5.50,6,75.00,2,15,0,24,55,4.00,9.17,45.25
Giants,NYG,15,,HB,553388407,Cam Skattebo,0,0,10732,44,1,5.40,4,100.00,0,28,0,34,54,8.50,13.50,25.25
Giants,NYG,15,,WR,553387906,Malik Nabers,1,0,10192,1,1,3.40,3,100.00,0,15,0,0,34,0.00,11.33,117.25
Giants,NYG,15,,TE,553387360,Theo Johnson,1,0,10130,84,1,7.60,8,80.00,2,35,0,23,76,2.88,9.50,27.00
Giants,NYG,15,,WR,553386828,Bryce Ford-Wheaton,2,0,10898,88,1,6.80,5,100.00,0,31,0,18,68,3.60,13.60,70.00
Giants,NYG,15,,WR,553388262,Wan'Dale Robinson,3,0,1924,17,1,2.40,2,66.67,1,16,0,6,24,3.00,12.00,34.50
Giants,NYG,15,,TE,553387648,Chris Manhertz,10,0,8375,85,1,0.60,1,100.00,0,6,0,4,6,4.00,6.00,1.00
Jaguars,JAX,16,,WR,553387225,Travis Hunter,0,0,10599,12,1,7.80,6,85.71,1,25,0,21,78,3.50,13.00,46.25
Jaguars,JAX,16,,WR,553388606,Brian Thomas Jr,1,0,10263,7,1,0.00,0,0.00,1,0,0,0,0,0.00,0.00,48.25
Jaguars,JAX,16,,WR,553386314,Dyami Brown,4,0,1349,5,1,4.60,4,100.00,0,22,0,14,46,3.50,11.50,37.75
Jaguars,JAX,16,,HB,553386749,Travis Etienne Jr,4,0,1365,1,1,1.20,1,100.00,0,12,0,6,12,6.00,12.00,15.50
Jaguars,JAX,16,,TE,553387117,Hunter Henry,9,0,8046,85,1,7.90,7,100.00,0,19,0,34,79,4.86,11.29,49.75
Jets,NYJ,17,,WR,553388427,Arian Smith,0,0,10734,82,1,9.70,5,83.33,1,12,1,7,37,1.40,7.40,37.00
Jets,NYJ,17,,TE,553388583,Mason Taylor,0,0,10750,85,1,3.30,2,100.00,0,28,0,19,33,9.50,16.50,25.00
Jets,NYJ,17,,HB,553387002,Breece Hall,3,0,1747,20,1,2.20,5,83.33,1,18,0,12,22,2.40,4.40,35.00
Jets,NYJ,17,,WR,553388921,Garrett Wilson,3,0,2040,5,1,4.30,3,100.00,0,15,0,15,43,5.00,14.33,41.25
Jets,NYJ,17,,TE,553388293,Jeremy Ruckert,3,0,1932,89,1,0.30,2,100.00,0,2,0,7,3,3.50,1.50,1.25
Jets,NYJ,17,,FB,553386165,Andrew Beck,6,0,89,47,1,0.70,1,100.00,0,7,0,0,7,0.00,7.00,1.75
Jets,NYJ,17,,WR,553387035,Mecole Hardman,6,0,9489,88,1,5.10,1,100.00,0,51,0,0,51,0.00,51.00,31.50
Lions,DET,18,,WR,553388602,Isaac TeSlaa,0,0,10752,18,1,5.70,5,100.00,0,16,0,24,57,4.80,11.40,48.75
Lions,DET,18,,HB,553386903,Jahmyr Gibbs,2,0,2564,0,1,3.30,6,100.00,0,22,0,43,33,7.17,5.50,35.75
Lions,DET,18,,TE,553387532,Sam LaPorta,2,0,2286,87,1,4.90,7,100.00,0,17,0,21,49,3.00,7.00,62.00
Lions,DET,18,,WR,553388885,Jameson Williams,3,0,2033,1,1,4.40,6,85.71,1,12,0,16,44,2.67,7.33,42.25
Lions,DET,18,,WR,553388490,Amon-Ra St. Brown,4,0,1313,14,1,1.90,3,100.00,0,12,0,3,19,1.00,6.33,42.50
Lions,DET,18,,FB,553386366,Michael Burton,10,0,7034,20,1,0.10,1,100.00,0,1,0,4,1,4.00,1.00,2.25
Packers,GB,19,,WR,553386932,Matthew Golden,0,0,10562,0,1,4.20,3,100.00,0,21,0,3,42,1.00,14.00,49.00
Packers,GB,19,,WR,553388187,Jayden Reed,2,0,2365,11,1,1.70,3,75.00,1,8,0,7,17,2.33,5.67,47.50
Packers,GB,19,,TE,553387501,Tucker Kraft,2,0,2279,85,1,16.70,7,87.50,1,13,2,22,47,3.14,6.71,33.50
Packers,GB,19,,HB,553387286,Josh Jacobs,6,0,9520,8,1,4.80,6,85.71,1,14,0,50,48,8.33,8.00,31.00
Packers,GB,19,,WR,553387153,Tyreek Hill,9,0,8052,84,1,6.80,8,100.00,0,16,0,33,68,4.12,8.50,58.75
Panthers,CAR,20,,WR,553387188,Jimmy Horn Jr,0,0,10592,15,1,7.50,1,100.00,0,15,1,0,15,0.00,15.00,35.75
Panthers,CAR,20,,WR,553387760,Tetairoa McMillan,0,0,10657,4,1,6.00,3,75.00,1,46,0,9,60,3.00,20.00,46.25
Panthers,CAR,20,,WR,553386476,Jalen Coker,1,0,10036,18,1,2.50,1,100.00,0,25,0,1,25,1.00,25.00,13.25
Panthers,CAR,20,,HB,553386293,Jonathon Brooks,1,0,10022,24,1,16.90,9,100.00,0,35,1,106,109,11.78,12.11,37.50
Panthers,CAR,20,,WR,553387559,Xavier Legette,1,0,10156,17,1,3.20,3,100.00,0,21,0,9,32,3.00,10.67,69.75
Panthers,CAR,20,,TE,553388682,Tommy Tremble,4,0,1376,82,1,8.00,3,100.00,0,9,1,10,20,3.33,6.67,34.50
Patriots,NE,21,,HB,553387109,TreVeyon Henderson,0,0,10584,32,1,1.60,5,100.00,0,5,0,8,16,1.60,3.20,10.75
Patriots,NE,21,,TE,553388528,Brenton Strange,2,0,2415,85,1,8.80,4,100.00,0,49,0,32,88,8.00,22.00,66.75
Patriots,NE,21,,WR,553386664,DeMario Douglas,2,0,3083,3,1,16.80,10,90.91,1,36,0,82,168,8.20,16.80,92.75
Patriots,NE,21,,WR,553386246,Kayshon Boutte,2,0,1640,9,1,14.70,7,77.78,2,25,1,16,87,2.29,12.43,64.75
Patriots,NE,21,,WR,553386642,Stefon Diggs,10,0,7085,8,1,15.80,9,90.00,1,34,1,16,98,1.78,10.89,86.25
Raiders,LV,22,,HB,553387300,Ashton Jeanty,0,0,10611,2,1,1.70,1,100.00,0,17,0,5,17,5.00,17.00,21.75
Raiders,LV,22,,WR,553388638,Dont'e Thornton Jr.,0,0,10754,10,1,1.80,2,100.00,0,12,0,3,18,1.50,9.00,46.75
Raiders,LV,22,,TE,553386247,Brock Bowers,1,0,10018,89,1,11.60,7,87.50,1,21,1,14,56,2.00,8.00,30.50
Raiders,LV,22,,WR,553388693,Tre Tucker,2,0,2436,1,1,2.30,2,100.00,0,20,0,10,23,5.00,11.50,36.00
Raiders,LV,22,,WR,553387789,Jakobi Meyers,6,0,9570,16,1,9.80,6,100.00,0,40,0,32,98,5.33,16.33,74.75
Raiders,LV,22,,HB,553387868,Raheem Mostert,10,0,7768,31,1,0.10,1,100.00,0,1,0,1,1,1.00,1.00,0.25
Rams,LAR,23,,TE,553386796,Terrance Ferguson,0,0,10552,18,1,-0.30,1,100.00,0,0,0,3,-3,3.00,-3.00,12.75
Rams,LAR,23,,HB,553386519,Blake Corum,1,0,10043,22,1,-0.40,2,100.00,0,0,0,8,-4,4.00,-2.00,0.00
Rams,LAR,23,,WR,553387907,Puka Nacua,2,0,4785,12,1,3.60,5,83.33,1,11,0,18,36,3.60,7.20,36.25
Rams,LAR,23,,WR,553387367,Quentin Johnston,2,0,2241,83,1,12.40,4,100.00,0,36,1,32,64,8.00,16.00,54.50
Rams,LAR,23,,HB,553388893,Kyren Williams,3,0,2036,23,1,8.00,11,100.00,0,13,0,74,80,6.73,7.27,37.50
Rams,LAR,23,,TE,553387138,Tyler Higbee,9,0,8050,89,1,1.10,2,100.00,0,6,0,2,11,1.00,5.50,16.00
Rams,LAR,23,,WR,553385992,Davante Adams,11,0,6328,17,1,7.20,8,88.89,1,24,0,15,72,1.88,9.00,66.25
Ravens,BAL,24,,WR,553386817,Zay Flowers,2,0,2140,4,1,4.70,2,66.67,1,36,0,5,47,2.50,23.50,41.75
Ravens,BAL,24,,TE,553387495,Charlie Kolar,3,0,1802,88,1,6.50,1,100.00,0,5,1,0,5,0.00,5.00,10.25
Ravens,BAL,24,,TE,553387581,Isaiah Likely,3,0,1807,80,1,1.00,1,100.00,0,10,0,5,10,5.00,10.00,11.50
Ravens,BAL,24,,WR,553386151,Rashod Bateman,4,0,1236,7,1,14.70,11,91.67,1,15,1,30,87,2.73,7.91,47.00
Ravens,BAL,24,,HB,553387148,Justice Hill,6,0,9501,43,1,0.60,1,100.00,0,6,0,3,6,3.00,6.00,8.00
Ravens,BAL,24,,TE,553386063,Mark Andrews,7,0,8802,89,1,6.50,6,100.00,0,18,0,7,65,1.17,10.83,50.00
Ravens,BAL,24,,FB,553388208,Patrick Ricard,8,0,9274,42,1,0.60,1,100.00,0,6,0,5,6,5.00,6.00,1.50
Ravens,BAL,24,,HB,553387116,Derrick Henry,9,0,8045,22,1,1.50,3,100.00,0,15,0,22,15,7.33,5.00,14.00
Ravens,BAL,24,,WR,553387185,DeAndre Hopkins,12,0,5873,10,1,2.90,4,100.00,0,11,0,11,29,2.75,7.25,37.75
Saints,NO,26,,HB,553388241,Brian Robinson Jr,3,0,1918,3,1,0.60,1,100.00,0,6,0,13,6,13.00,6.00,7.25
Saints,NO,26,,WR,553387990,Chris Olave,3,0,1870,12,1,3.20,2,100.00,0,17,0,5,32,2.50,16.00,81.75
Saints,NO,26,,TE,553386178,Daniel Bellinger,3,0,1168,88,1,5.70,4,100.00,0,29,0,40,57,10.00,14.25,34.50
Saints,NO,26,,WR,553388364,Rashid Shaheed,3,0,4928,22,1,0.80,1,100.00,0,8,0,4,8,4.00,8.00,35.00
Saints,NO,26,,HB,553387437,Alvin Kamara,8,0,8617,41,1,0.70,1,100.00,0,7,0,5,7,5.00,7.00,15.75
Saints,NO,26,,WR,553386507,Brandin Cooks,11,0,6386,10,1,0.60,1,100.00,0,6,0,4,6,4.00,6.00,57.25
Seahawks,SEA,27,,TE,553386080,Elijah Arroyo,0,0,10479,18,1,1.10,1,100.00,0,11,0,0,11,0.00,11.00,49.50
Seahawks,SEA,27,,FB,553388018,Robbie Ouzts,0,0,10685,40,1,0.50,1,100.00,0,5,0,4,5,4.00,5.00,1.25
Seahawks,SEA,27,,WR,553387193,Tory Horton,0,0,10594,15,1,2.80,2,66.67,1,17,0,5,28,2.50,14.00,24.00
Seahawks,SEA,27,,TE,553386127,A.J. Barner,1,0,10005,88,1,1.10,1,100.00,0,11,0,7,11,7.00,11.00,8.00
Seahawks,SEA,27,,WR,553388463,Jaxon Smith-Njigba,2,0,2401,11,1,8.10,5,100.00,0,27,0,21,81,4.20,16.20,34.75
Seahawks,SEA,27,,HB,553388761,Kenneth Walker III,3,0,2005,9,1,2.20,4,100.00,0,9,0,20,22,5.00,5.50,24.50
Seahawks,SEA,27,,WR,553387510,Cooper Kupp,8,0,8626,10,1,13.10,7,100.00,0,65,0,18,131,2.57,18.71,59.00
Steelers,PIT,28,,WR,553388929,Roman Wilson,1,0,10303,10,1,0.50,1,100.00,0,5,0,3,5,3.00,5.00,36.75
Steelers,PIT,28,,WR,553386088,Calvin Austin,3,0,1150,19,1,10.60,6,100.00,0,11,1,6,46,1.00,7.67,75.50
Steelers,PIT,28,,HB,553388796,Jaylen Warren,3,0,2012,30,1,4.00,5,100.00,0,12,0,51,40,10.20,8.00,31.25
Steelers,PIT,28,,HB,553386876,Kenneth Gainwell,4,0,1300,14,1,0.10,1,100.00,0,1,0,0,1,0.00,1.00,0.25
Steelers,PIT,28,,TE,553386856,Pat Freiermuth,4,0,1377,88,1,0.50,1,50.00,1,5,0,3,5,3.00,5.00,20.50
Steelers,PIT,28,,WR,553387784,D.K. Metcalf,6,0,9569,4,1,13.20,6,100.00,0,25,1,20,72,3.33,12.00,77.25
Texans,HOU,31,,WR,553386620,Tank Dell,2,0,2090,3,1,15.10,9,90.00,1,18,1,45,91,5.00,10.11,70.00
Texans,HOU,31,,TE,553387419,Brevin Jordan,4,0,1379,9,1,1.40,2,100.00,0,8,0,11,14,5.50,7.00,3.50
Texans,HOU,31,,WR,553386488,Nico Collins,4,0,1148,12,1,2.80,3,75.00,1,12,0,11,28,3.67,9.33,54.25
Texans,HOU,31,,TE,553386340,Harrison Bryant,5,0,193,88,1,0.00,0,0.00,1,0,0,0,0,0.00,0.00,6.75
Texans,HOU,31,,WR,553387480,Christian Kirk,7,0,8963,13,1,2.00,3,75.00,1,9,0,3,20,1.00,6.67,48.25
Texans,HOU,31,,TE,553388342,Dalton Schultz,7,0,9050,86,1,9.80,6,100.00,0,46,0,27,98,4.50,16.33,59.00
Texans,HOU,31,,HB,553387825,Joe Mixon,8,0,9241,28,1,4.00,6,85.71,1,18,0,42,40,7.00,6.67,37.50
Titans,TEN,29,,TE,553387104,Gunnar Helm,0,0,10582,84,1,2.50,1,100.00,0,25,0,1,25,1.00,25.00,6.25
Titans,TEN,29,,TE,553387980,Chigoziem Okonkwo,3,0,1869,85,1,9.40,8,72.73,3,19,0,32,94,4.00,11.75,46.75
Titans,TEN,29,,HB,553388118,Tony Pollard,6,0,9600,20,1,1.90,5,100.00,0,6,0,27,19,5.40,3.80,19.75
Titans,TEN,29,,WR,553388223,Calvin Ridley,7,0,9038,0,1,11.90,3,100.00,0,46,1,1,59,0.33,19.67,52.50
