team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,recTotalCatches,recAvgCatchPct,recTotalDrops,recTotalLongest,recTotalTDs,recTotalYdsAfterCatch,recTotalYds,recAvgYacPerCatch,recAvgYdsPerCatch,recAvgYdsPerGame
Panthers,CAR,20,,WR,553387760,Tetairoa McMillan,0,0,10657,4,1,7.30,4,80.00,1,27,0,15,73,3.75,18.25,47.00
Panthers,CAR,20,,HB,553386293,Jonathon Brooks,1,0,10022,24,1,4.70,5,100.00,0,16,0,46,47,9.20,9.40,36.00
Panthers,CAR,20,,WR,553387559,Xavier Legette,1,0,10156,17,1,5.90,7,100.00,0,11,0,14,59,2.00,8.43,65.83
Panthers,CAR,20,,TE,553388682,Tommy Tremble,4,0,1376,82,1,0.50,2,100.00,0,4,0,3,5,1.50,2.50,27.83
Panthers,CAR,20,,HB,553386666,Rico Dowdle,5,0,259,5,1,0.50,1,100.00,0,5,0,5,5,5.00,5.00,2.83
Patriots,NE,21,,TE,553386772,Harold Fannin Jr.,0,0,10549,87,1,0.00,0,0.00,1,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,FB,553387549,Jack Westover,1,0,10291,37,1,6.50,1,100.00,0,5,1,0,5,0.00,5.00,1.67
Patriots,NE,21,,TE,553388528,Brenton Strange,2,0,2415,85,1,3.60,2,100.00,0,21,0,11,36,5.50,18.00,55.33
Patriots,NE,21,,WR,553386664,DeMario Douglas,2,0,3083,3,1,15.10,7,100.00,0,32,1,45,91,6.43,13.00,88.33
Patriots,NE,21,,WR,553386246,Kayshon Boutte,2,0,1640,9,1,12.70,4,100.00,0,27,1,33,67,8.25,16.75,67.33
Patriots,NE,21,,HB,553386904,Antonio Gibson,5,0,297,4,1,-0.10,1,100.00,0,0,0,4,-1,4.00,-1.00,4.50
Patriots,NE,21,,WR,553386642,Stefon Diggs,10,0,7085,8,1,12.50,4,100.00,0,41,1,31,65,7.75,16.25,83.17
Raiders,LV,22,,HB,553387300,Ashton Jeanty,0,0,10611,2,1,3.30,7,100.00,0,12,0,58,33,8.29,4.71,20.00
Raiders,LV,22,,WR,553388638,Dont'e Thornton Jr.,0,0,10754,10,1,9.90,5,71.43,2,13,1,9,39,1.80,7.80,45.67
Raiders,LV,22,,TE,553386247,Brock Bowers,1,0,10018,89,1,4.10,6,100.00,0,17,0,11,41,1.83,6.83,33.17
Raiders,LV,22,,TE,553387688,Michael Mayer,2,0,2299,87,1,4.20,4,80.00,1,21,0,21,42,5.25,10.50,9.67
Raiders,LV,22,,WR,553387789,Jakobi Meyers,6,0,9570,16,1,2.60,2,100.00,0,20,0,0,26,0.00,13.00,57.17
Raiders,LV,22,,HB,553387868,Raheem Mostert,10,0,7768,31,1,0.00,0,0.00,1,0,0,0,0,0.00,0.00,0.67
Rams,LAR,23,,TE,553386796,Terrance Ferguson,0,0,10552,18,1,9.70,5,83.33,1,12,1,10,37,2.00,7.40,19.33
Rams,LAR,23,,WR,553387907,Puka Nacua,2,0,4785,12,1,6.80,7,100.00,0,23,0,23,68,3.29,9.71,41.50
Rams,LAR,23,,WR,553387367,Quentin Johnston,2,0,2241,83,1,9.50,5,100.00,0,16,1,7,35,1.40,7.00,46.17
Rams,LAR,23,,HB,553388893,Kyren Williams,3,0,2036,23,1,4.80,7,100.00,0,15,0,56,48,8.00,6.86,44.33
Rams,LAR,23,,TE,553388039,Colby Parkinson,5,0,504,84,1,1.30,2,100.00,0,9,0,5,13,2.50,6.50,2.17
Rams,LAR,23,,WR,553385992,Davante Adams,11,0,6328,17,1,17.30,5,62.50,3,75,1,25,113,5.00,22.60,85.00
Ravens,BAL,24,,WR,553386817,Zay Flowers,2,0,2140,4,1,13.40,1,50.00,1,74,1,24,74,24.00,74.00,48.50
Ravens,BAL,24,,TE,553387495,Charlie Kolar,3,0,1802,88,1,0.90,1,100.00,0,9,0,4,9,4.00,9.00,8.33
Ravens,BAL,24,,TE,553387581,Isaiah Likely,3,0,1807,80,1,1.30,1,100.00,0,13,0,5,13,5.00,13.00,9.83
Ravens,BAL,24,,WR,553386151,Rashod Bateman,4,0,1236,7,1,3.50,5,100.00,0,18,0,32,35,6.40,7.00,40.67
Ravens,BAL,24,,TE,553386063,Mark Andrews,7,0,8802,89,1,4.20,5,100.00,0,13,0,5,42,1.00,8.40,47.00
Ravens,BAL,24,,HB,553387116,Derrick Henry,9,0,8045,22,1,0.30,1,100.00,0,3,0,9,3,9.00,3.00,11.17
Ravens,BAL,24,,WR,553387185,DeAndre Hopkins,12,0,5873,10,1,3.30,5,83.33,1,10,0,8,33,1.60,6.60,37.67
Saints,NO,26,,WR,553388650,Mason Tipton,1,0,10977,14,1,1.70,1,100.00,0,17,0,5,17,5.00,17.00,4.20
Saints,NO,26,,HB,553388241,Brian Robinson Jr,3,0,1918,3,1,-0.40,1,100.00,0,0,0,3,-4,3.00,-4.00,4.33
Saints,NO,26,,WR,553387990,Chris Olave,3,0,1870,12,1,14.20,3,100.00,0,40,1,5,82,1.67,27.33,69.33
Saints,NO,26,,TE,553386178,Daniel Bellinger,3,0,1168,88,1,5.70,6,100.00,0,14,0,21,57,3.50,9.50,43.83
Saints,NO,26,,WR,553388364,Rashid Shaheed,3,0,4928,22,1,4.30,4,100.00,0,22,0,19,43,4.75,10.75,31.33
Saints,NO,26,,WR,553386507,Brandin Cooks,11,0,6386,10,1,3.00,1,100.00,0,30,0,0,30,0.00,30.00,47.33
Seahawks,SEA,27,,TE,553386080,Elijah Arroyo,0,0,10479,18,1,4.80,4,100.00,0,19,0,6,48,1.50,12.00,48.33
Seahawks,SEA,27,,WR,553387193,Tory Horton,0,0,10594,15,1,0.70,2,100.00,0,8,0,4,7,2.00,3.50,25.33
Seahawks,SEA,27,,WR,553388463,Jaxon Smith-Njigba,2,0,2401,11,1,4.50,4,100.00,0,18,0,8,45,2.00,11.25,44.00
Seahawks,SEA,27,,HB,553386435,Zach Charbonnet,2,0,1919,26,1,0.50,1,100.00,0,5,0,2,5,2.00,5.00,3.00
Seahawks,SEA,27,,WR,553387510,Cooper Kupp,8,0,8626,10,1,0.00,1,100.00,0,0,0,4,0,4.00,0.00,42.33
Steelers,PIT,28,,HB,553387350,Kaleb Johnson,0,0,10612,20,1,9.20,2,100.00,0,29,1,23,32,11.50,16.00,7.40
Steelers,PIT,28,,WR,553388929,Roman Wilson,1,0,10303,10,1,1.40,1,100.00,0,14,0,2,14,2.00,14.00,32.20
Steelers,PIT,28,,TE,553388802,Darnell Washington,2,0,2453,80,1,2.10,1,100.00,0,21,0,1,21,1.00,21.00,4.20
Steelers,PIT,28,,WR,553386088,Calvin Austin,3,0,1150,19,1,4.50,9,100.00,0,12,0,16,45,1.78,5.00,69.40
Steelers,PIT,28,,HB,553388796,Jaylen Warren,3,0,2012,30,1,1.80,5,83.33,1,7,0,24,18,4.80,3.60,28.60
Steelers,PIT,28,,TE,553386856,Pat Freiermuth,4,0,1377,88,1,3.00,4,100.00,0,13,0,14,30,3.50,7.50,22.40
Steelers,PIT,28,,WR,553386461,Chase Claypool,5,0,700,89,1,0.60,1,100.00,0,6,0,0,6,0.00,6.00,17.80
Steelers,PIT,28,,WR,553387784,D.K. Metcalf,6,0,9569,4,1,4.60,4,80.00,1,16,0,14,46,3.50,11.50,71.00
Steelers,PIT,28,,WR,553387800,Scott Miller,6,0,460,13,1,0.90,1,100.00,0,9,0,2,9,2.00,9.00,1.80
Titans,TEN,29,,TE,553387104,Gunnar Helm,0,0,10582,84,1,0.60,1,100.00,0,6,0,4,6,4.00,6.00,5.17
Titans,TEN,29,,TE,553387980,Chigoziem Okonkwo,3,0,1869,85,1,2.40,3,75.00,1,10,0,7,24,2.33,8.00,40.67
Titans,TEN,29,,HB,553388118,Tony Pollard,6,0,9600,20,1,2.10,4,100.00,0,25,0,17,21,4.25,5.25,18.33
Titans,TEN,29,,WR,553388223,Calvin Ridley,7,0,9038,0,1,17.40,11,100.00,0,21,1,21,114,1.91,10.36,64.50
Titans,TEN,29,,WR,553388464,JuJu Smith-Schuster,8,0,8729,9,1,4.30,3,100.00,0,21,0,9,43,3.00,14.33,46.67
Titans,TEN,29,,WR,553387594,Tyler Lockett,10,0,7214,4,1,3.30,6,100.00,0,13,0,14,33,2.33,5.50,29.50
