team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,rushTotalAtt,rushTotalBrokenTackles,rushTotalFum,rushTotalLongest,rushTotalTDs,rushTotal20PlusYds,rushTotalYdsAfterContact,rushTotalYds,rushAvgYdsAfterContact,rushAvgYdsPerAtt,rushAvgYdsPerGame
Cardinals,ARI,6,,HB,553386498,James Conner,8,0,8515,6,1,3.10,17,6,0,21,1,1,32,64,32.00,3.76,104.00
Chargers,LAC,7,,HB,553387024,Omarion Hampton,0,0,10572,8,1,3.00,16,6,0,44,0,2,24,131,24.00,8.19,65.00
Chargers,LAC,7,,HB,553387057,Najee Harris,4,0,1308,22,1,0.20,1,1,0,2,0,0,1,2,1.00,2.00,27.33
Chargers,LAC,7,,QB,553387119,Justin Herbert,5,0,346,10,1,7.60,6,1,0,9,1,0,2,16,2.00,2.67,39.67
Chiefs,KC,8,,HB,553388431,Brashard Smith,0,0,10735,24,1,0.90,3,0,0,2,0,0,2,0,2.00,0.00,0.67
Chiefs,KC,8,,HB,553388027,Isiah Pacheco,3,0,1875,10,1,-0.70,24,4,0,33,1,1,88,115,88.00,4.79,69.67
Chiefs,KC,8,,QB,553387644,Patrick Mahomes,8,0,8648,15,1,6.70,4,0,0,6,1,0,0,7,0.00,1.75,14.67
Colts,IND,9,,HB,553386905,DJ Giddens,0,0,10560,21,1,0.10,1,1,0,1,0,0,3,1,3.00,1.00,3.67
Colts,IND,9,,TE,553388797,Tyler Warren,0,0,10769,84,1,2.20,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Colts,IND,9,,WR,553388099,Alec Pierce,3,0,1890,14,1,5.50,1,0,0,2,0,0,2,2,2.00,2.00,0.00
Colts,IND,9,,HB,553388580,Jonathan Taylor,5,0,604,28,1,7.70,14,8,0,31,2,2,50,75,50.00,5.36,99.33
Colts,IND,9,,QB,553387388,Daniel Jones,6,0,9537,17,1,4.60,7,0,1,26,0,2,4,66,4.00,9.43,46.33
Commanders,WAS,25,,HB,553386537,Jacory Croskey-Merritt,0,0,11008,22,1,6.00,16,2,0,14,1,0,26,65,26.00,4.06,66.33
Commanders,WAS,25,,WR,553387531,Jaylin Lane,0,0,10633,83,1,3.30,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Commanders,WAS,25,,QB,553386563,Jayden Daniels,1,0,10048,5,1,6.20,5,0,1,11,1,0,4,22,4.00,4.40,44.00
Commanders,WAS,25,,HB,553388267,Chris Rodriguez Jr,2,0,4910,36,1,9.20,2,0,0,32,1,1,0,32,0.00,16.00,10.33
Commanders,WAS,25,,HB,553385984,Israel Abanikanda,2,0,361,26,1,1.60,3,0,0,18,0,0,4,16,4.00,5.33,8.00
Commanders,WAS,25,,WR,553388314,Deebo Samuel Sr,6,0,9618,1,1,7.40,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Commanders,WAS,25,,WR,553387750,Terry McLaurin,6,0,9567,17,1,5.20,1,0,0,12,0,0,1,12,1.00,12.00,4.00
Cowboys,DAL,10,,HB,553386217,Jaydon Blue,0,0,10493,23,1,2.00,1,0,0,3,0,0,3,3,3.00,3.00,12.33
Cowboys,DAL,10,,WR,553388096,George Pickens,3,0,1888,3,1,7.40,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,HB,553388886,Javonte Williams,4,0,1118,33,1,5.40,12,10,0,11,0,0,26,27,26.00,2.25,41.33
Cowboys,DAL,10,,WR,553388713,KaVontae Turpin,4,0,10451,9,1,0.00,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,WR,553387519,CeeDee Lamb,5,0,418,88,1,14.80,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,QB,553388133,Dak Prescott,9,0,8179,4,1,-2.10,1,0,1,0,0,0,0,-1,0.00,-1.00,27.00
Dolphins,MIA,11,,HB,553386943,Ollie Gordon II,0,0,10563,31,1,0.40,4,2,0,5,0,0,10,4,10.00,1.00,7.00
Dolphins,MIA,11,,HB,553385991,De'Von Achane,2,0,676,28,1,2.40,21,3,0,21,0,1,22,91,22.00,4.33,104.00
Dolphins,MIA,11,,QB,553388565,Tua Tagovailoa,5,0,600,1,1,-0.60,5,0,1,15,0,0,0,14,0.00,2.80,26.33
Eagles,PHI,12,,WR,553388923,Johnny Wilson,1,0,10301,89,1,0.30,1,0,0,3,0,0,3,3,3.00,3.00,1.50
Eagles,PHI,12,,FB,553388737,Ben VanSumeren,2,0,10470,43,1,0.20,1,0,0,2,0,0,0,2,0.00,2.00,1.33
Eagles,PHI,12,,QB,553387229,Jalen Hurts,5,0,704,1,1,-0.90,2,0,1,12,0,0,0,11,0.00,5.50,10.00
Eagles,PHI,12,,HB,553386125,Saquon Barkley,7,0,8813,26,1,0.60,19,5,0,71,1,1,87,154,87.00,8.11,181.00
Falcons,ATL,13,,QB,553388068,Michael Penix Jr,1,0,10207,9,1,1.10,5,0,1,16,0,0,0,31,0.00,6.20,37.00
Falcons,ATL,13,,HB,553388243,Bijan Robinson,2,0,2613,7,1,0.60,12,7,0,26,0,1,45,67,45.00,5.58,99.33
Falcons,ATL,13,,FB,553387194,Zander Horvath,3,0,2533,26,1,-0.30,1,0,0,0,0,0,0,-1,0.00,-1.00,-0.33
Falcons,ATL,13,,WR,553387838,Darnell Mooney,5,0,469,1,1,4.80,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Giants,NYG,15,,HB,553388407,Cam Skattebo,0,0,10732,44,1,4.30,13,3,0,13,0,0,25,43,25.00,3.31,36.33
Giants,NYG,15,,QB,553386569,Jaxson Dart,0,0,10533,6,1,-1.10,5,2,1,5,0,0,0,9,0.00,1.80,22.67
Giants,NYG,15,,HB,553388673,Tyrone Tracy Jr,1,0,10268,29,1,1.50,5,1,0,6,0,0,2,6,2.00,1.20,11.67
Jaguars,JAX,16,,HB,553386037,LeQuint Allen,0,0,10476,36,1,1.00,1,0,0,10,0,0,1,10,1.00,10.00,3.33
Jaguars,JAX,16,,WR,553388606,Brian Thomas Jr,1,0,10263,7,1,6.40,1,1,0,0,0,0,0,-1,0.00,-1.00,-0.33
Jaguars,JAX,16,,HB,553386749,Travis Etienne Jr,4,0,1365,1,1,4.30,21,3,0,29,2,2,33,126,33.00,6.00,87.33
Jaguars,JAX,16,,QB,553387544,Trevor Lawrence,4,0,1372,16,1,1.60,3,0,0,7,0,0,1,16,1.00,5.33,12.67
Jets,NYJ,17,,HB,553387002,Breece Hall,3,0,1747,20,1,7.10,14,0,0,22,0,1,24,97,24.00,6.93,75.67
Jets,NYJ,17,,WR,553388921,Garrett Wilson,3,0,2040,5,1,6.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Jets,NYJ,17,,QB,553386800,Justin Fields,4,0,1366,7,1,22.00,8,0,0,38,2,2,3,100,3.00,12.50,112.67
Lions,DET,18,,HB,553386903,Jahmyr Gibbs,2,0,2564,0,1,2.20,16,6,1,15,0,0,32,53,32.00,3.31,68.50
Lions,DET,18,,WR,553388490,Amon-Ra St. Brown,4,0,1313,14,1,8.60,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Packers,GB,19,,HB,553387591,MarShawn Lloyd,1,0,10161,32,1,-0.10,1,0,0,0,0,0,0,-1,0.00,-1.00,-0.33
Packers,GB,19,,QB,553387611,Jordan Love,5,0,433,10,1,1.40,3,0,0,11,0,0,5,14,5.00,4.67,25.67
Packers,GB,19,,HB,553387286,Josh Jacobs,6,0,9520,8,1,2.50,20,9,0,15,0,0,27,29,27.00,1.45,80.00
Packers,GB,19,,WR,553387153,Tyreek Hill,9,0,8052,84,1,6.50,0,1,1,0,0,0,0,0,0.00,0.00,0.00
Panthers,CAR,20,,WR,553387188,Jimmy Horn Jr,0,0,10592,15,1,1.70,2,0,0,0,0,0,1,-1,1.00,-0.50,-0.33
Panthers,CAR,20,,HB,553386293,Jonathon Brooks,1,0,10022,24,1,1.20,17,0,0,16,0,0,27,64,27.00,3.76,90.00
Panthers,CAR,20,,WR,553387559,Xavier Legette,1,0,10156,17,1,9.60,0,1,0,0,0,0,0,0,0.00,0.00,0.67
Panthers,CAR,20,,QB,553389004,Bryce Young,2,0,2638,9,1,0.50,3,0,0,5,0,0,0,5,0.00,1.67,14.67
Panthers,CAR,20,,HB,553387203,Chuba Hubbard,4,0,1234,30,1,2.50,1,0,0,0,0,0,0,-2,0.00,-2.00,-1.33
Patriots,NE,21,,HB,553387109,TreVeyon Henderson,0,0,10584,32,1,-0.10,9,2,0,23,0,1,11,56,11.00,6.22,73.33
Patriots,NE,21,,QB,553387686,Drake Maye,1,0,10165,10,1,7.70,6,0,0,6,1,0,1,17,1.00,2.83,10.33
Patriots,NE,21,,TE,553388528,Brenton Strange,2,0,2415,85,1,13.20,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,WR,553386664,DeMario Douglas,2,0,3083,3,1,18.30,0,2,1,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,HB,553388502,Rhamondre Stevenson,4,0,1146,38,1,-0.40,1,0,0,0,0,0,1,-4,1.00,-4.00,8.00
Patriots,NE,21,,HB,553386904,Antonio Gibson,5,0,297,4,1,0.50,4,0,1,13,0,0,8,11,8.00,2.75,3.67
Raiders,LV,22,,HB,553387300,Ashton Jeanty,0,0,10611,2,1,2.90,9,3,0,12,0,0,16,29,16.00,3.22,104.50
Raiders,LV,22,,WR,553386164,Jack Bech,0,0,10872,18,1,4.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,FB,553387676,Scott Matlock,2,0,4689,48,1,0.30,1,0,0,3,0,0,3,3,3.00,3.00,0.75
Raiders,LV,22,,WR,553387789,Jakobi Meyers,6,0,9570,16,1,9.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Rams,LAR,23,,TE,553386796,Terrance Ferguson,0,0,10552,18,1,0.40,0,1,0,0,0,0,0,0,0.00,0.00,2.33
Rams,LAR,23,,HB,553388893,Kyren Williams,3,0,2036,23,1,4.00,18,1,0,20,0,1,17,54,17.00,3.00,108.00
Rams,LAR,23,,TE,553387138,Tyler Higbee,9,0,8050,89,1,2.60,1,1,0,0,0,0,0,-1,0.00,-1.00,-0.33
Rams,LAR,23,,WR,553385992,Davante Adams,11,0,6328,17,1,6.90,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Rams,LAR,23,,QB,553388491,Matthew Stafford,16,0,6302,9,1,-2.20,5,0,2,13,0,0,2,18,2.00,3.60,8.33
Ravens,BAL,24,,WR,553386151,Rashod Bateman,4,0,1236,7,1,3.80,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,WR,553388779,Tylan Wallace,4,0,1237,16,1,3.90,0,0,1,0,0,0,0,0,0.00,0.00,0.00
Ravens,BAL,24,,HB,553387148,Justice Hill,6,0,9501,43,1,3.40,5,0,0,13,0,0,7,34,7.00,6.80,14.33
Ravens,BAL,24,,QB,553387273,Lamar Jackson,7,0,8940,8,1,8.20,7,1,0,13,1,0,6,22,6.00,3.14,51.33
Ravens,BAL,24,,FB,553388208,Patrick Ricard,8,0,9274,42,1,0.10,1,0,0,1,0,0,0,1,0.00,1.00,0.33
Ravens,BAL,24,,HB,553387116,Derrick Henry,9,0,8045,22,1,1.90,15,9,0,20,0,1,63,52,63.00,3.47,39.00
Saints,NO,26,,QB,553388215,Anthony Richardson Sr,2,0,2609,5,1,4.40,4,1,2,57,0,1,14,84,14.00,21.00,46.33
Saints,NO,26,,HB,553388241,Brian Robinson Jr,3,0,1918,3,1,0.80,10,5,0,18,0,0,21,50,21.00,5.00,28.33
Saints,NO,26,,TE,553386178,Daniel Bellinger,3,0,1168,88,1,9.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,WR,553388364,Rashid Shaheed,3,0,4928,22,1,4.80,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,HB,553387437,Alvin Kamara,8,0,8617,41,1,0.80,7,1,0,8,0,0,7,21,7.00,3.00,25.00
Saints,NO,26,,WR,553386507,Brandin Cooks,11,0,6386,10,1,2.10,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,TE,553386080,Elijah Arroyo,0,0,10479,18,1,10.30,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,QB,553387807,Jalen Milroe,0,0,10664,6,1,12.00,9,0,1,17,1,0,5,80,5.00,8.89,79.50
Seahawks,SEA,27,,WR,553387193,Tory Horton,0,0,10594,15,1,3.10,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,HB,553386435,Zach Charbonnet,2,0,1919,26,1,-0.20,1,0,0,0,0,0,0,-2,0.00,-2.00,3.00
Seahawks,SEA,27,,HB,553388761,Kenneth Walker III,3,0,2005,9,1,4.20,23,2,0,15,0,0,45,83,45.00,3.61,53.75
Steelers,PIT,28,,WR,553386088,Calvin Austin,3,0,1150,19,1,20.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,HB,553388796,Jaylen Warren,3,0,2012,30,1,3.60,18,5,0,64,4,3,72,165,72.00,9.17,98.00
Steelers,PIT,28,,HB,553386876,Kenneth Gainwell,4,0,1300,14,1,0.10,1,0,0,1,0,0,0,1,0.00,1.00,-1.00
Steelers,PIT,28,,TE,553386856,Pat Freiermuth,4,0,1377,88,1,4.80,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,WR,553387784,D.K. Metcalf,6,0,9569,4,1,9.40,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,FB,553388838,Trevon Wesco,6,0,9668,44,1,1.30,1,0,0,13,0,0,5,13,5.00,13.00,4.67
Steelers,PIT,28,,QB,553388266,Aaron Rodgers,20,0,6299,8,1,7.60,2,0,0,12,1,0,0,16,0.00,8.00,6.33
Texans,HOU,31,,QB,553388538,C.J. Stroud,2,0,2417,7,1,2.00,1,0,0,20,0,1,1,20,1.00,20.00,23.00
Texans,HOU,31,,WR,553386488,Nico Collins,4,0,1148,12,1,4.10,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Texans,HOU,31,,TE,553388342,Dalton Schultz,7,0,9050,86,1,12.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Texans,HOU,31,,HB,553387825,Joe Mixon,8,0,9241,28,1,3.00,10,1,0,15,0,0,28,48,28.00,4.80,72.67
Titans,TEN,29,,QB,553388785,Cam Ward,0,0,10768,1,1,-0.20,6,0,1,9,0,0,4,18,4.00,3.00,24.00
Titans,TEN,29,,HB,553388118,Tony Pollard,6,0,9600,20,1,-0.40,15,1,0,15,0,0,10,44,10.00,2.93,50.00
Titans,TEN,29,,WR,553387594,Tyler Lockett,10,0,7214,4,1,7.20,0,1,0,0,0,0,0,0,0.00,0.00,1.00
Vikings,MIN,30,,QB,553387701,J.J. McCarthy,1,0,10167,9,1,10.40,4,0,0,20,1,1,0,44,0.00,11.00,29.33
Vikings,MIN,30,,WR,553386000,Jordan Addison,2,0,813,3,1,12.70,1,0,0,12,0,0,3,12,3.00,12.00,4.00
Vikings,MIN,30,,HB,553387665,Jordan Mason,3,0,4679,27,1,2.40,5,0,0,4,0,0,2,6,2.00,1.20,8.33
Vikings,MIN,30,,HB,553387377,Aaron Jones Sr,8,0,8609,33,1,1.20,18,3,0,14,0,0,29,81,29.00,4.50,62.67
