team__displayName,team__abbrName,team__logoId,team__logo,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,rushTotalAtt,rushTotalBrokenTackles,rushTotalFum,rushTotalLongest,rushTotalTDs,rushTotal20PlusYds,rushTotalYdsAfterContact,rushTotalYds,rushAvgYdsAfterContact,rushAvgYdsPerAtt,rushAvgYdsPerGame
Commanders,WAS,25,,HB,553388267,Chris Rodriguez Jr,2,0,4910,36,1,-0.40,1,0,0,1,0,0,0,1,0.00,1.00,10.33
Commanders,WAS,25,,WR,553388314,Deebo Samuel Sr,6,0,9618,1,1,9.90,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Commanders,WAS,25,,TE,553386746,Zach Ertz,12,0,5790,86,1,3.30,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,HB,553386217,Jaydon Blue,0,0,10493,23,1,0.00,2,0,0,19,0,0,5,23,5.00,11.50,17.00
Cowboys,DAL,10,,TE,553386794,Jake Ferguson,3,0,1577,87,1,7.30,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,WR,553388654,Jalen Tolbert,3,0,1987,1,1,5.30,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,HB,553388886,Javonte Williams,4,0,1118,33,1,1.30,9,1,0,3,1,0,3,1,3.00,0.11,48.50
Cowboys,DAL,10,,WR,553388713,KaVontae Turpin,4,0,10451,9,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Cowboys,DAL,10,,QB,553388133,Dak Prescott,9,0,8179,4,1,8.70,6,1,1,16,1,0,8,47,8.00,7.83,41.00
Dolphins,MIA,11,,HB,553388987,Jaylen Wright,1,0,10306,5,1,0.60,1,0,0,6,0,0,0,6,0.00,6.00,4.00
Dolphins,MIA,11,,HB,553385991,De'Von Achane,2,0,676,28,1,4.50,13,0,0,72,1,2,17,132,17.00,10.15,110.50
Dolphins,MIA,11,,WR,553386663,Romeo Doubs,3,0,1471,7,1,3.80,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Dolphins,MIA,11,,WR,553388756,Jaylen Waddle,4,0,1374,17,1,3.80,1,0,0,0,0,0,1,-7,1.00,-7.00,-3.50
Dolphins,MIA,11,,QB,553388565,Tua Tagovailoa,5,0,600,1,1,0.90,2,0,0,8,0,0,0,9,0.00,4.50,32.50
Eagles,PHI,12,,HB,553388382,Will Shipley,1,0,10244,28,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,FB,553388737,Ben VanSumeren,2,0,10470,43,1,0.20,1,0,0,2,0,0,1,2,1.00,2.00,1.00
Eagles,PHI,12,,HB,553386198,Tank Bigsby,2,0,2539,37,1,0.00,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Eagles,PHI,12,,QB,553387229,Jalen Hurts,5,0,704,1,1,2.20,5,0,0,10,0,0,0,22,0.00,4.40,9.50
Eagles,PHI,12,,HB,553386125,Saquon Barkley,7,0,8813,26,1,13.90,17,8,0,41,1,1,62,117,62.00,6.88,194.50
Falcons,ATL,13,,QB,553388068,Michael Penix Jr,1,0,10207,9,1,0.30,1,0,0,3,0,0,0,3,0.00,3.00,40.00
Falcons,ATL,13,,HB,553388243,Bijan Robinson,2,0,2613,7,1,12.90,15,4,0,9,1,0,3,76,3.00,5.07,115.50
Falcons,ATL,13,,HB,553386039,Tyler Allgeier,3,0,1132,25,1,2.30,5,2,0,8,0,0,1,23,1.00,4.60,11.50
Giants,NYG,15,,HB,553388407,Cam Skattebo,0,0,10732,44,1,2.70,14,2,0,6,0,0,13,27,13.00,1.93,36.33
Giants,NYG,15,,QB,553386569,Jaxson Dart,0,0,10533,6,1,2.50,5,0,0,16,0,0,3,25,3.00,5.00,22.67
Giants,NYG,15,,HB,553388673,Tyrone Tracy Jr,1,0,10268,29,1,0.60,5,1,0,14,1,0,9,28,9.00,5.60,11.67
Jaguars,JAX,16,,HB,553388714,Bhayshul Tuten,0,0,10762,33,1,1.20,4,0,0,5,0,0,0,12,0.00,3.00,6.00
Jaguars,JAX,16,,WR,553388606,Brian Thomas Jr,1,0,10263,7,1,4.80,0,0,1,0,0,0,0,0,0.00,0.00,0.00
Jaguars,JAX,16,,HB,553386749,Travis Etienne Jr,4,0,1365,1,1,5.80,15,2,0,9,0,0,2,58,2.00,3.87,68.00
Jaguars,JAX,16,,QB,553387544,Trevor Lawrence,4,0,1372,16,1,1.70,4,0,0,7,0,0,0,17,0.00,4.25,11.00
Jets,NYJ,17,,WR,553388427,Arian Smith,0,0,10734,82,1,8.60,1,0,0,0,0,0,0,-1,0.00,-1.00,-1.50
Jets,NYJ,17,,HB,553386028,Braelon Allen,1,0,9996,0,1,0.20,1,0,0,2,0,0,3,2,3.00,2.00,1.00
Jets,NYJ,17,,HB,553387002,Breece Hall,3,0,1747,20,1,3.00,18,4,0,13,0,0,31,72,31.00,4.00,65.00
Jets,NYJ,17,,QB,553386800,Justin Fields,4,0,1366,7,1,9.30,9,1,0,22,0,2,9,93,9.00,10.33,119.00
Jets,NYJ,17,,HB,553387120,Khalil Herbert,4,0,1245,36,1,0.40,1,1,0,4,0,0,2,4,2.00,4.00,4.00
Lions,DET,18,,WR,553388602,Isaac TeSlaa,0,0,10752,18,1,6.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Lions,DET,18,,HB,553386903,Jahmyr Gibbs,2,0,2564,0,1,4.60,7,2,1,22,0,1,12,24,12.00,3.43,63.67
Lions,DET,18,,WR,553388490,Amon-Ra St. Brown,4,0,1313,14,1,3.90,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Lions,DET,18,,HB,553387835,David Montgomery,6,0,9577,5,1,6.10,2,0,0,2,1,0,0,1,0.00,0.50,5.33
Lions,DET,18,,QB,553386931,Jared Goff,9,0,8021,16,1,-0.10,1,0,0,0,0,0,0,-1,0.00,-1.00,4.33
Lions,DET,18,,FB,553386366,Michael Burton,10,0,7034,20,1,0.80,1,0,0,2,0,0,1,2,1.00,2.00,0.67
Packers,GB,19,,WR,553388187,Jayden Reed,2,0,2365,11,1,11.10,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Packers,GB,19,,TE,553387898,Luke Musgrave,2,0,2334,88,1,7.80,1,0,0,4,0,0,4,4,4.00,4.00,1.33
Packers,GB,19,,QB,553387611,Jordan Love,5,0,433,10,1,4.50,6,0,0,19,0,0,2,45,2.00,7.50,25.67
Packers,GB,19,,HB,553387286,Josh Jacobs,6,0,9520,8,1,6.50,24,6,0,18,0,0,39,112,39.00,4.67,80.00
Panthers,CAR,20,,HB,553386293,Jonathon Brooks,1,0,10022,24,1,2.60,17,3,0,14,0,0,26,56,26.00,3.29,103.00
Panthers,CAR,20,,QB,553389004,Bryce Young,2,0,2638,9,1,1.00,3,0,1,14,0,0,2,30,2.00,10.00,19.50
Panthers,CAR,20,,WR,553388198,Hunter Renfrow,6,0,9610,13,1,0.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Patriots,NE,21,,HB,553387109,TreVeyon Henderson,0,0,10584,32,1,1.30,10,1,0,20,0,1,19,53,19.00,5.30,73.33
Patriots,NE,21,,QB,553387686,Drake Maye,1,0,10165,10,1,1.60,2,0,0,17,0,0,2,16,2.00,8.00,10.33
Patriots,NE,21,,FB,553387549,Jack Westover,1,0,10291,37,1,0.50,1,0,0,0,0,0,0,-1,0.00,-1.00,-0.33
Patriots,NE,21,,HB,553388502,Rhamondre Stevenson,4,0,1146,38,1,7.40,2,1,0,7,1,0,9,14,9.00,7.00,8.00
Patriots,NE,21,,HB,553386904,Antonio Gibson,5,0,297,4,1,1.30,2,0,0,2,0,0,3,2,3.00,1.00,3.67
Raiders,LV,22,,HB,553387300,Ashton Jeanty,0,0,10611,2,1,0.70,30,3,0,25,1,2,35,143,35.00,4.77,95.00
Raiders,LV,22,,WR,553386164,Jack Bech,0,0,10872,18,1,0.90,0,3,0,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,WR,553388693,Tre Tucker,2,0,2436,1,1,2.70,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,HB,553388855,Zamir White,3,0,2030,3,1,0.60,2,1,0,6,0,0,2,6,2.00,3.00,8.00
Raiders,LV,22,,WR,553387789,Jakobi Meyers,6,0,9570,16,1,14.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Raiders,LV,22,,HB,553387868,Raheem Mostert,10,0,7768,31,1,6.20,1,0,0,2,1,0,0,2,0.00,2.00,19.00
Raiders,LV,22,,QB,553388437,Geno Smith,12,0,6078,7,1,15.90,8,0,0,26,1,1,4,99,4.00,12.38,50.67
Rams,LAR,23,,TE,553386796,Terrance Ferguson,0,0,10552,18,1,1.20,1,0,0,4,0,0,1,4,1.00,4.00,3.50
Rams,LAR,23,,HB,553386519,Blake Corum,1,0,10043,22,1,0.00,1,0,0,0,0,0,0,0,0.00,0.00,1.50
Rams,LAR,23,,HB,553388893,Kyren Williams,3,0,2036,23,1,1.10,30,7,0,29,2,1,51,164,51.00,5.47,135.00
Rams,LAR,23,,QB,553388491,Matthew Stafford,16,0,6302,9,1,-0.70,4,0,0,0,0,0,0,-7,0.00,-1.75,3.50
Ravens,BAL,24,,HB,553387148,Justice Hill,6,0,9501,43,1,2.00,1,0,0,0,0,0,0,-1,0.00,-1.00,14.33
Ravens,BAL,24,,QB,553387273,Lamar Jackson,7,0,8940,8,1,8.60,8,1,0,33,0,2,9,86,9.00,10.75,51.33
Ravens,BAL,24,,HB,553387116,Derrick Henry,9,0,8045,22,1,2.30,17,12,0,19,0,0,38,52,38.00,3.06,39.00
Ravens,BAL,24,,WR,553387185,DeAndre Hopkins,12,0,5873,10,1,5.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,QB,553388215,Anthony Richardson Sr,2,0,2609,5,1,0.90,2,0,1,26,0,1,0,29,0.00,14.50,46.33
Saints,NO,26,,HB,553388241,Brian Robinson Jr,3,0,1918,3,1,1.50,7,3,0,13,0,0,9,30,9.00,4.29,28.33
Saints,NO,26,,WR,553387990,Chris Olave,3,0,1870,12,1,22.00,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,HB,553387437,Alvin Kamara,8,0,8617,41,1,2.80,3,1,0,2,0,0,0,2,0.00,0.67,25.00
Saints,NO,26,,QB,553387149,Taysom Hill,8,0,9202,7,1,0.00,0,2,0,0,0,0,0,0,0.00,0.00,0.00
Saints,NO,26,,WR,553386507,Brandin Cooks,11,0,6386,10,1,10.60,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,QB,553387807,Jalen Milroe,0,0,10664,6,1,11.50,9,1,2,21,1,1,12,95,12.00,10.56,75.33
Seahawks,SEA,27,,WR,553388463,Jaxon Smith-Njigba,2,0,2401,11,1,2.50,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Seahawks,SEA,27,,HB,553386435,Zach Charbonnet,2,0,1919,26,1,1.00,3,1,0,2,0,0,4,4,4.00,1.33,4.00
Seahawks,SEA,27,,HB,553388761,Kenneth Walker III,3,0,2005,9,1,0.50,17,1,1,11,0,0,27,51,27.00,3.00,47.00
Steelers,PIT,28,,HB,553387350,Kaleb Johnson,0,0,10612,20,1,0.50,0,4,0,0,0,0,0,0,0.00,0.00,-0.33
Steelers,PIT,28,,HB,553388796,Jaylen Warren,3,0,2012,30,1,2.20,18,6,0,15,0,0,41,79,41.00,4.39,98.00
Steelers,PIT,28,,WR,553387784,D.K. Metcalf,6,0,9569,4,1,21.40,0,1,0,0,0,0,0,0,0.00,0.00,0.00
Steelers,PIT,28,,FB,553388838,Trevon Wesco,6,0,9668,44,1,3.00,1,2,0,1,0,0,0,1,0.00,1.00,4.67
Steelers,PIT,28,,QB,553388266,Aaron Rodgers,20,0,6299,8,1,-1.90,1,0,1,1,0,0,1,1,1.00,1.00,6.33
Texans,HOU,31,,QB,553388538,C.J. Stroud,2,0,2417,7,1,14.30,5,0,1,19,2,0,1,43,1.00,8.60,24.50
Texans,HOU,31,,HB,553387825,Joe Mixon,8,0,9241,28,1,3.70,17,3,0,24,0,1,45,106,45.00,6.24,85.00
Titans,TEN,29,,QB,553388785,Cam Ward,0,0,10768,1,1,3.90,6,0,0,9,0,0,6,39,6.00,6.50,27.00
Titans,TEN,29,,HB,553388478,Tyjae Spears,2,0,2405,2,1,-0.30,1,0,0,0,0,0,0,-3,0.00,-3.00,-1.50
Titans,TEN,29,,HB,553388118,Tony Pollard,6,0,9600,20,1,3.40,18,1,0,20,0,1,22,64,22.00,3.56,53.00
Titans,TEN,29,,FB,553386159,Nick Bawden,7,0,8817,83,1,0.70,1,1,0,7,0,0,7,7,7.00,7.00,3.50
Titans,TEN,29,,WR,553387594,Tyler Lockett,10,0,7214,4,1,0.80,2,0,0,5,0,0,1,3,1.00,1.50,1.50
Vikings,MIN,30,,QB,553387701,J.J. McCarthy,1,0,10167,9,1,1.10,2,0,0,6,0,0,0,11,0.00,5.50,22.00
Vikings,MIN,30,,HB,553387665,Jordan Mason,3,0,4679,27,1,0.80,4,0,0,7,0,0,0,21,0.00,5.25,9.50
Vikings,MIN,30,,WR,553387303,Justin Jefferson,5,0,385,18,1,10.80,1,0,0,8,0,0,0,8,0.00,8.00,4.00
Vikings,MIN,30,,HB,553387377,Aaron Jones Sr,8,0,8609,33,1,1.30,18,3,0,9,0,0,1,51,1.00,2.83,53.50
